date,prec_tot_hr,press_atm_niv_est_hr,temp_ar_bul_sec_hr,temp_pt_orv,temp_max_hr_ant,temp_min_hr_ant,umi_rel_ar_hr,ven_dir_hr,ven_vel_hr
2001-01-01 00:00:00,0.8,886.0,20.1,19.0,20.7,20.1,93.0,167.0,2.8
2001-01-01 01:00:00,3.4,886.1,19.8,19.0,20.0,19.7,95.0,187.0,0.3
2001-01-01 02:00:00,1.4,886.2,19.9,19.1,20.0,19.8,95.0,288.0,0.0
2001-01-01 03:00:00,0.0,885.8,19.8,19.0,20.0,19.7,95.0,346.0,0.2
2001-01-01 04:00:00,0.0,885.4,19.4,18.9,20.0,19.4,97.0,305.0,1.8
2001-01-01 05:00:00,0.0,884.6,19.2,18.5,19.4,19.2,95.0,349.0,2.0
2001-01-01 06:00:00,0.0,884.5,19.1,18.4,19.2,19.0,96.0,353.0,2.1
2001-01-01 07:00:00,0.0,884.6,18.9,18.4,19.1,18.8,97.0,359.0,0.9
2001-01-01 08:00:00,3.6,885.0,18.9,18.4,18.9,18.7,97.0,98.0,0.9
2001-01-01 09:00:00,12.0,885.6,18.8,18.2,19.0,18.8,97.0,215.0,0.6
2001-01-01 10:00:00,0.4,886.0,19.3,18.6,19.3,18.8,96.0,360.0,0.0
2001-01-01 11:00:00,0.2,886.5,19.4,18.6,19.5,19.1,95.0,330.0,1.5
2001-01-01 12:00:00,0.2,886.7,20.6,18.7,20.6,19.4,89.0,347.0,1.9
2001-01-01 13:00:00,0.0,887.0,22.8,17.9,22.8,20.7,74.0,349.0,0.6
2001-01-01 14:00:00,0.0,886.7,23.3,19.5,23.9,22.7,79.0,334.0,2.0
2001-01-01 15:00:00,2.4,886.2,22.7,20.3,23.8,21.3,86.0,320.0,2.8
2001-01-01 16:00:00,2.4,885.7,20.9,19.2,23.7,20.9,90.0,271.0,3.1
2001-01-01 17:00:00,0.6,884.7,24.6,18.8,24.6,21.0,70.0,331.0,0.7
2001-01-01 18:00:00,0.0,884.4,23.4,19.5,24.4,23.4,79.0,26.0,3.9
2001-01-01 19:00:00,0.2,883.9,22.5,17.5,23.1,22.2,73.0,347.0,4.3
2001-01-01 20:00:00,0.0,883.9,22.1,18.8,22.9,22.1,82.0,328.0,2.6
2001-01-01 21:00:00,0.0,884.0,21.8,19.2,22.2,21.8,85.0,358.0,1.6
2001-01-01 22:00:00,0.0,885.0,21.4,19.4,21.8,21.4,88.0,304.0,2.0
2001-01-01 23:00:00,6.4,885.3,18.9,18.0,21.4,18.8,95.0,333.0,2.2
2001-01-02 00:00:00,24.0,885.8,19.1,18.6,19.1,18.5,97.0,310.0,2.3
2001-01-02 01:00:00,1.2,886.2,19.2,18.7,19.3,19.1,97.0,304.0,2.0
2001-01-02 02:00:00,0.0,886.5,19.2,18.7,19.2,19.2,97.0,3.0,1.4
2001-01-02 03:00:00,0.0,886.2,19.1,18.6,19.3,19.1,97.0,315.0,1.8
2001-01-02 04:00:00,0.0,885.9,19.0,18.4,19.1,19.0,96.0,317.0,1.9
2001-01-02 05:00:00,0.0,885.5,18.9,18.3,19.0,18.9,96.0,311.0,2.1
2001-01-02 06:00:00,0.0,885.0,18.8,18.1,18.9,18.8,96.0,324.0,2.0
2001-01-02 07:00:00,0.0,885.0,18.7,18.2,18.8,18.7,97.0,334.0,2.8
2001-01-02 08:00:00,0.0,885.2,18.6,18.0,18.7,18.6,96.0,326.0,1.9
2001-01-02 09:00:00,0.0,885.9,18.8,18.2,18.8,18.6,96.0,341.0,1.3
2001-01-02 10:00:00,0.0,886.1,19.2,18.4,19.2,18.8,95.0,344.0,2.3
2001-01-02 11:00:00,0.0,886.9,19.3,18.4,19.4,19.2,94.0,340.0,2.1
2001-01-02 12:00:00,0.0,887.2,20.9,18.9,20.9,19.3,88.0,341.0,2.1
2001-01-02 13:00:00,0.0,887.2,21.9,18.6,22.4,20.9,81.0,340.0,3.4
2001-01-02 14:00:00,0.0,887.0,22.1,18.8,23.6,21.9,82.0,330.0,3.4
2001-01-02 15:00:00,3.2,886.6,22.9,18.8,22.9,20.7,78.0,325.0,3.1
2001-01-02 16:00:00,0.0,886.0,23.4,18.3,23.8,22.6,73.0,327.0,3.5
2001-01-02 17:00:00,0.0,885.7,23.7,18.2,24.7,23.4,71.0,306.0,3.6
2001-01-02 18:00:00,0.0,884.9,22.9,18.8,23.8,22.9,77.0,294.0,3.1
2001-01-02 19:00:00,0.0,884.2,22.8,18.5,23.1,22.0,77.0,311.0,4.2
2001-01-02 20:00:00,0.0,884.4,22.2,18.2,22.8,21.6,78.0,316.0,2.7
2001-01-02 21:00:00,0.0,885.0,22.0,17.8,22.5,22.0,77.0,308.0,1.5
2001-01-02 22:00:00,0.0,886.0,21.2,17.8,22.0,21.2,81.0,304.0,1.3
2001-01-02 23:00:00,0.0,886.2,20.8,17.4,21.2,20.8,81.0,337.0,1.0
2001-01-03 00:00:00,0.0,887.1,20.4,18.1,20.8,20.4,87.0,36.0,2.0
2001-01-03 01:00:00,0.0,887.5,19.9,17.8,20.3,19.9,88.0,37.0,1.3
2001-01-03 02:00:00,0.2,887.8,19.2,18.0,20.0,19.2,93.0,350.0,3.4
2001-01-03 03:00:00,0.0,887.0,19.0,17.5,19.2,18.9,91.0,306.0,2.4
2001-01-03 04:00:00,0.0,886.5,18.8,17.3,19.0,18.7,91.0,337.0,2.1
2001-01-03 05:00:00,0.0,886.2,18.7,17.5,18.8,18.7,92.0,2.0,2.3
2001-01-03 06:00:00,0.0,885.9,18.9,17.6,18.9,18.7,93.0,350.0,2.7
2001-01-03 07:00:00,0.0,885.8,18.9,17.8,18.9,18.8,94.0,331.0,1.7
2001-01-03 08:00:00,0.0,886.3399999999999,19.599999999999998,18.02,19.599999999999998,19.12,91.2,265.4,2.06
2001-01-03 09:00:00,0.0,886.88,20.299999999999997,18.24,20.299999999999997,19.44,88.4,199.79999999999998,2.42
2001-01-03 10:00:00,0.0,887.42,21.0,18.46,21.0,19.759999999999998,85.6,134.2,2.7800000000000002
2001-01-03 11:00:00,0.0,887.96,21.7,18.68,21.7,20.08,82.8,68.59999999999997,3.1399999999999997
2001-01-03 12:00:00,0.0,888.5,22.4,18.9,22.4,20.4,80.0,3.0,3.5
2001-01-03 13:00:00,0.0,888.7,23.6,17.9,23.8,21.7,71.0,13.0,4.5
2001-01-03 14:00:00,0.0,888.5,25.2,17.5,25.7,23.6,63.0,16.0,5.6
2001-01-03 15:00:00,0.2,888.1,24.8,17.8,25.3,24.6,65.0,6.0,4.8
2001-01-03 16:00:00,0.0,887.5,24.7,18.0,26.5,24.7,66.0,351.0,4.2
2001-01-03 17:00:00,0.0,886.6,24.5,17.4,25.0,24.5,65.0,333.0,2.4
2001-01-03 18:00:00,0.0,885.8,24.9,18.1,25.0,24.4,66.0,3.0,2.3
2001-01-03 19:00:00,0.0,885.0,25.1,17.5,25.1,24.7,63.0,360.0,2.5
2001-01-03 20:00:00,0.0,884.9,25.7,16.7,26.2,25.2,57.0,14.0,3.5
2001-01-03 21:00:00,0.0,885.3,24.7,17.7,25.7,24.7,65.0,356.0,2.0
2001-01-03 22:00:00,0.0,886.0,22.7,18.3,24.7,22.7,76.0,239.0,1.5
2001-01-03 23:00:00,0.0,886.9,21.9,18.4,22.7,21.9,80.0,142.0,0.6
2001-01-04 00:00:00,0.0,888.2,21.3,18.6,21.9,21.3,85.0,131.0,1.8
2001-01-04 01:00:00,0.0,888.8,20.9,18.5,21.3,20.9,86.0,165.0,1.5
2001-01-04 02:00:00,0.0,888.7,19.6,15.9,21.0,19.6,79.0,87.0,5.2
2001-01-04 03:00:00,2.2,888.2,17.7,15.8,19.5,17.4,89.0,177.0,1.6
2001-01-04 04:00:00,0.0,888.3,17.5,15.8,17.9,17.5,90.0,124.0,1.8
2001-01-04 05:00:00,0.0,888.0,17.8,15.8,17.8,17.5,88.0,145.0,1.1
2001-01-04 06:00:00,1.6,888.3,17.7,16.5,17.8,17.7,93.0,78.0,2.2
2001-01-04 07:00:00,0.8,887.8,17.6,16.9,17.7,17.4,95.0,159.0,1.6
2001-01-04 08:00:00,0.6000000000000001,888.3249999999999,18.025000000000002,17.099999999999998,18.1,17.525,93.75,149.75,1.9500000000000002
2001-01-04 09:00:00,0.4,888.8499999999999,18.450000000000003,17.299999999999997,18.5,17.65,92.5,140.5,2.3
2001-01-04 10:00:00,0.19999999999999996,889.375,18.875,17.5,18.9,17.775,91.25,131.25,2.65
2001-01-04 11:00:00,0.0,889.9,19.3,17.7,19.3,17.9,90.0,122.0,3.0
2001-01-04 12:00:00,0.0,890.4,21.5,18.5,21.5,19.1,83.0,109.0,4.6
2001-01-04 13:00:00,0.0,890.7,20.9,17.9,21.8,20.3,83.0,89.0,4.1
2001-01-04 14:00:00,0.0,890.2,22.6,17.8,22.6,20.9,74.0,96.0,4.5
2001-01-04 15:00:00,0.0,889.4,24.2,18.7,24.8,22.8,71.0,107.0,3.8
2001-01-04 16:00:00,0.0,888.8,24.3,17.7,24.8,24.0,67.0,67.0,3.6
2001-01-04 17:00:00,0.0,887.8,25.6,18.0,25.9,24.3,63.0,67.0,2.4
2001-01-04 18:00:00,0.0,887.4,23.3,17.0,26.3,23.3,68.0,131.0,5.5
2001-01-04 19:00:00,0.0,886.7,22.6,17.5,23.5,22.6,73.0,133.0,4.0
2001-01-04 20:00:00,0.0,887.1,22.9,18.1,22.9,22.6,74.0,142.0,2.5
2001-01-04 21:00:00,0.0,887.3,23.1,18.1,23.3,22.9,73.0,118.0,2.5
2001-01-04 22:00:00,0.0,887.7,22.3,18.6,23.1,22.3,80.0,128.0,2.5
2001-01-04 23:00:00,0.0,888.2,21.8,18.6,22.3,21.8,82.0,136.0,2.9
2001-01-05 00:00:00,0.0,888.7,21.2,18.4,21.8,21.2,84.0,121.0,1.8
2001-01-05 01:00:00,0.0,889.0,21.0,18.5,21.4,21.0,86.0,133.0,2.8
2001-01-05 02:00:00,0.0,888.9,20.4,18.9,20.9,20.4,91.0,119.0,2.6
2001-01-05 03:00:00,0.0,888.6,20.0,18.9,20.4,19.9,93.0,127.0,1.8
2001-01-05 04:00:00,0.0,888.3,19.6,18.8,20.0,19.6,95.0,134.0,2.1
2001-01-05 05:00:00,0.0,887.8,19.4,18.6,19.7,19.4,95.0,114.0,2.3
2001-01-05 06:00:00,0.0,887.8,19.0,18.2,19.4,19.0,95.0,113.0,2.4
2001-01-05 07:00:00,0.0,888.0,18.5,17.9,19.0,18.5,96.0,113.0,1.7
2001-01-05 08:00:00,0.0,888.44,19.08,17.779999999999998,19.5,18.86,92.4,110.6,2.42
2001-01-05 09:00:00,0.0,888.88,19.66,17.66,20.0,19.22,88.8,108.2,3.1399999999999997
2001-01-05 10:00:00,0.0,889.32,20.24,17.54,20.5,19.580000000000002,85.2,105.8,3.8599999999999994
2001-01-05 11:00:00,0.0,889.76,20.82,17.42,21.0,19.94,81.6,103.4,4.58
2001-01-05 12:00:00,0.0,890.2,21.4,17.3,21.5,20.3,78.0,101.0,5.3
2001-01-05 13:00:00,0.0,890.1,22.6,18.1,22.9,21.0,76.0,96.0,5.2
2001-01-05 14:00:00,0.0,889.9,23.5,16.9,24.2,22.4,67.0,81.0,5.1
2001-01-05 15:00:00,0.0,889.4,25.0,17.2,25.2,23.4,62.0,80.0,5.3
2001-01-05 16:00:00,0.0,888.8,25.5,17.1,25.8,24.1,60.0,96.0,4.5
2001-01-05 17:00:00,0.0,887.9,26.6,17.4,26.6,25.4,57.0,87.0,3.9
2001-01-05 18:00:00,0.0,887.0,26.5,16.0,26.7,25.9,52.0,94.0,3.9
2001-01-05 19:00:00,0.0,886.1,26.7,14.3,27.2,26.3,46.0,90.0,4.1
2001-01-05 20:00:00,0.0,885.4,26.5,15.0,26.9,26.4,49.0,101.0,4.2
2001-01-05 21:00:00,0.0,885.4,25.6,14.1,26.6,25.6,49.0,94.0,5.1
2001-01-05 22:00:00,0.0,885.9,23.9,14.7,25.6,23.8,56.0,94.0,3.1
2001-01-05 23:00:00,0.0,886.3,22.7,16.3,24.1,22.7,67.0,115.0,2.1
2001-01-06 00:00:00,0.0,887.2,21.7,16.5,22.7,21.7,72.0,122.0,1.2
2001-01-06 01:00:00,0.0,887.8,21.7,15.9,21.8,21.0,69.0,98.0,2.4
2001-01-06 02:00:00,0.0,887.7,20.7,16.0,21.8,20.7,74.0,99.0,2.7
2001-01-06 03:00:00,0.0,887.6,20.2,16.0,20.9,20.2,77.0,111.0,2.0
2001-01-06 04:00:00,0.0,887.2,19.8,15.9,20.2,19.5,78.0,101.0,2.7
2001-01-06 05:00:00,0.0,886.8,19.8,15.2,20.1,19.6,75.0,66.0,2.6
2001-01-06 06:00:00,0.0,886.5,19.0,14.7,19.7,19.0,76.0,41.0,2.1
2001-01-06 07:00:00,0.0,886.5,17.5,14.3,19.0,17.3,82.0,356.0,0.0
2001-01-06 08:00:00,0.0,886.6,17.6,14.1,18.0,17.1,80.0,70.0,0.0
2001-01-06 09:00:00,0.0,887.05,19.0,14.0,19.3,18.200000000000003,73.75,60.75,0.95
2001-01-06 10:00:00,0.0,887.5,20.4,13.899999999999999,20.6,19.3,67.5,51.5,1.9
2001-01-06 11:00:00,0.0,887.95,21.8,13.799999999999999,21.9,20.4,61.25,42.25,2.8499999999999996
2001-01-06 12:00:00,0.0,888.4,23.2,13.7,23.2,21.5,55.0,33.0,3.8
2001-01-06 13:00:00,0.0,888.5,24.0,14.6,24.4,23.2,56.0,43.0,3.8
2001-01-06 14:00:00,0.0,888.3,23.9,13.6,25.0,23.9,52.0,35.0,3.1
2001-01-06 15:00:00,0.0,887.7,24.7,13.6,25.9,23.7,50.0,12.0,4.0
2001-01-06 16:00:00,0.0,887.1,26.5,13.3,26.6,24.5,44.0,46.0,3.6
2001-01-06 17:00:00,0.0,886.4,26.2,12.5,27.4,25.2,43.0,69.0,3.5
2001-01-06 18:00:00,0.0,885.5,26.2,13.2,27.6,25.9,45.0,139.0,1.8
2001-01-06 19:00:00,0.0,884.9,27.0,11.7,27.7,26.3,39.0,116.0,2.4
2001-01-06 20:00:00,0.0,884.6,25.7,12.8,27.2,25.7,45.0,79.0,2.6
2001-01-06 21:00:00,0.0,884.9,25.4,13.9,25.9,25.4,49.0,62.0,2.4
2001-01-06 22:00:00,0.0,885.3,24.3,14.9,25.4,24.3,56.0,60.0,2.2
2001-01-06 23:00:00,0.0,885.9,22.6,14.9,24.2,22.6,62.0,32.0,1.5
2001-01-07 00:00:00,0.0,886.4,22.0,15.7,22.6,22.0,68.0,23.0,1.6
2001-01-07 01:00:00,0.0,886.8,21.5,15.5,22.0,21.5,68.0,38.0,1.4
2001-01-07 02:00:00,0.0,887.0,20.1,15.5,21.5,20.1,75.0,29.0,0.2
2001-01-07 03:00:00,0.0,886.9,20.2,15.9,20.2,19.4,76.0,71.0,0.0
2001-01-07 04:00:00,0.0,886.5,20.0,16.2,20.6,19.8,79.0,124.0,0.0
2001-01-07 05:00:00,0.0,885.9,19.5,16.3,20.0,19.5,82.0,147.0,0.2
2001-01-07 06:00:00,0.0,885.4,18.2,16.2,19.5,18.1,88.0,1.0,0.0
2001-01-07 07:00:00,0.0,885.6666666666666,19.216666666666665,16.416666666666664,20.3,18.85,84.33333333333333,5.333333333333333,0.4333333333333333
2001-01-07 08:00:00,0.0,885.9333333333333,20.233333333333334,16.633333333333333,21.1,19.6,80.66666666666667,9.666666666666666,0.8666666666666666
2001-01-07 09:00:00,0.0,886.2,21.25,16.85,21.9,20.35,77.0,14.0,1.3
2001-01-07 10:00:00,0.0,886.4666666666667,22.266666666666666,17.066666666666666,22.7,21.1,73.33333333333333,18.333333333333332,1.7333333333333332
2001-01-07 11:00:00,0.0,886.7333333333333,23.28333333333333,17.28333333333333,23.5,21.85,69.66666666666666,22.666666666666668,2.1666666666666665
2001-01-07 12:00:00,0.0,887.0,24.3,17.5,24.3,22.6,66.0,27.0,2.6
2001-01-07 13:00:00,0.0,887.2,24.6,16.3,25.0,24.0,60.0,11.0,3.4
2001-01-07 14:00:00,0.0,886.8,25.8,16.5,26.7,24.5,57.0,338.0,2.9
2001-01-07 15:00:00,0.0,886.1,27.4,15.9,27.4,25.7,49.0,346.0,2.4
2001-01-07 16:00:00,0.0,885.6,26.9,17.2,27.3,25.9,55.0,6.0,3.5
2001-01-07 17:00:00,0.0,884.7,26.8,15.2,28.4,26.8,49.0,30.0,2.8
2001-01-07 18:00:00,0.0,884.1,27.5,15.7,28.3,26.7,48.0,62.0,2.0
2001-01-07 19:00:00,0.0,883.6,26.9,15.6,28.7,26.9,50.0,80.0,2.3
2001-01-07 20:00:00,0.0,883.8,22.2,16.6,26.8,22.2,70.0,322.0,4.0
2001-01-07 21:00:00,0.0,884.1,21.9,17.4,22.7,21.9,75.0,189.0,2.7
2001-01-07 22:00:00,0.0,884.5,22.2,17.3,22.2,21.8,74.0,345.0,0.3
2001-01-07 23:00:00,4.4,885.5,19.2,17.2,23.1,19.0,88.0,2.0,4.1
2001-01-08 00:00:00,3.4,885.6,19.2,18.1,19.4,19.1,93.0,218.0,1.1
2001-01-08 01:00:00,0.0,886.3,19.9,18.5,19.9,19.3,92.0,239.0,1.2
2001-01-08 02:00:00,0.0,886.8,19.9,18.2,20.2,19.9,90.0,267.0,1.2
2001-01-08 03:00:00,0.0,886.5,19.7,18.4,20.2,19.7,92.0,121.0,0.4
2001-01-08 04:00:00,0.4,885.8,19.7,18.6,20.0,19.5,93.0,130.0,0.0
2001-01-08 05:00:00,0.35000000000000003,885.9375,20.25,18.475,20.5125,19.8875,89.75,117.75,0.5125
2001-01-08 06:00:00,0.30000000000000004,886.0749999999999,20.8,18.35,21.025,20.275,86.5,105.5,1.025
2001-01-08 07:00:00,0.25,886.2125,21.35,18.225,21.5375,20.6625,83.25,93.25,1.5374999999999999
2001-01-08 08:00:00,0.2,886.3499999999999,21.9,18.1,22.05,21.05,80.0,81.0,2.05
2001-01-08 09:00:00,0.15000000000000002,886.4875,22.45,17.975,22.5625,21.4375,76.75,68.75,2.5624999999999996
2001-01-08 10:00:00,0.09999999999999998,886.625,23.0,17.85,23.075000000000003,21.825000000000003,73.5,56.5,3.0749999999999997
2001-01-08 11:00:00,0.04999999999999999,886.7624999999999,23.55,17.725,23.587500000000002,22.212500000000002,70.25,44.25,3.5874999999999995
2001-01-08 12:00:00,0.0,886.9,24.1,17.6,24.1,22.6,67.0,32.0,4.1
2001-01-08 13:00:00,0.0,887.2,25.1,15.9,25.2,24.0,57.0,39.0,4.7
2001-01-08 14:00:00,0.0,887.0,26.1,16.1,26.4,24.9,54.0,10.0,3.3
2001-01-08 15:00:00,0.0,886.3,27.2,16.4,27.2,25.5,51.0,12.0,2.3
2001-01-08 16:00:00,0.0,885.6,26.5,16.3,28.1,26.1,54.0,54.0,2.6
2001-01-08 17:00:00,0.0,884.9,27.2,16.9,28.0,26.6,53.0,26.0,3.7
2001-01-08 18:00:00,0.0,884.6,26.475,16.724999999999998,27.25,26.025000000000002,55.0,21.75,3.2
2001-01-08 19:00:00,0.0,884.3,25.75,16.549999999999997,26.5,25.450000000000003,57.0,17.5,2.7
2001-01-08 20:00:00,0.0,884.0,25.025,16.375,25.75,24.875,59.0,13.249999999999998,2.2
2001-01-08 21:00:00,0.0,883.7,24.3,16.2,25.0,24.3,61.0,9.0,1.7
2001-01-08 22:00:00,0.0,884.4,23.3,16.9,24.3,23.3,67.0,15.0,0.6
2001-01-08 23:00:00,0.0,885.2,22.1,19.4,23.3,22.1,85.0,261.0,2.1
2001-01-09 00:00:00,0.0,885.9,21.7,18.9,22.1,21.7,84.0,214.0,2.0
2001-01-09 01:00:00,0.0,886.3499999999999,20.95,17.95,21.25,20.95,83.0,219.0,2.3
2001-01-09 02:00:00,0.0,886.8,20.2,17.0,20.4,20.2,82.0,224.0,2.6
2001-01-09 03:00:00,0.0,886.7,19.7,17.5,20.1,19.7,87.0,206.0,2.3
2001-01-09 04:00:00,0.0,886.1,19.0,17.4,19.7,19.0,90.0,249.0,0.2
2001-01-09 05:00:00,0.0,885.5,19.2,17.0,19.2,18.6,87.0,210.0,1.7
2001-01-09 06:00:00,0.0,885.8428571428572,19.8,17.071428571428573,19.814285714285713,18.885714285714286,84.57142857142857,187.71428571428572,1.7285714285714284
2001-01-09 07:00:00,0.0,886.1857142857143,20.4,17.142857142857142,20.428571428571427,19.171428571428574,82.14285714285714,165.42857142857144,1.7571428571428571
2001-01-09 08:00:00,0.0,886.5285714285715,21.0,17.214285714285715,21.04285714285714,19.45714285714286,79.71428571428571,143.14285714285717,1.7857142857142856
2001-01-09 09:00:00,0.0,886.8714285714285,21.599999999999998,17.285714285714285,21.65714285714286,19.742857142857144,77.28571428571428,120.85714285714286,1.8142857142857143
2001-01-09 10:00:00,0.0,887.2142857142857,22.2,17.357142857142858,22.271428571428572,20.02857142857143,74.85714285714286,98.57142857142858,1.8428571428571427
2001-01-09 11:00:00,0.0,887.5571428571428,22.799999999999997,17.428571428571427,22.885714285714286,20.314285714285717,72.42857142857143,76.2857142857143,1.8714285714285714
2001-01-09 12:00:00,0.0,887.9,23.4,17.5,23.5,20.6,70.0,54.0,1.9
2001-01-09 13:00:00,0.0,887.5,25.3,14.8,25.3,23.0,52.0,39.0,3.9
2001-01-09 14:00:00,0.0,887.5,25.5,15.6,25.9,24.9,54.0,51.0,2.8
2001-01-09 15:00:00,0.0,887.0,25.9,15.9,26.4,24.7,54.0,48.0,3.0
2001-01-09 16:00:00,0.0,886.3,27.8,15.4,27.8,25.6,47.0,65.0,3.4
2001-01-09 17:00:00,0.0,885.5,27.7,15.1,28.0,26.7,46.0,68.0,4.4
2001-01-09 18:00:00,0.0,885.2,26.1,14.8,28.3,25.9,50.0,99.0,4.4
2001-01-09 19:00:00,0.0,884.1,25.9,13.0,26.3,25.8,45.0,76.0,4.4
2001-01-09 20:00:00,0.0,883.5,26.3,13.1,26.6,25.9,44.0,35.0,3.8
2001-01-09 21:00:00,0.0,884.1,24.8,14.6,26.2,24.8,53.0,2.0,1.5
2001-01-09 22:00:00,0.0,884.6,23.3,14.5,24.8,23.3,58.0,336.0,1.3
2001-01-09 23:00:00,0.0,885.2,22.5,14.6,23.2,22.0,61.0,23.0,0.9
2001-01-10 00:00:00,0.0,886.0,22.1,14.3,23.1,21.8,61.0,37.0,0.6
2001-01-10 01:00:00,0.0,886.5,22.6,14.8,22.9,22.2,62.0,85.0,1.2
2001-01-10 02:00:00,0.0,887.1,22.1,15.2,22.6,21.9,65.0,91.0,3.3
2001-01-10 03:00:00,0.0,886.9,21.9,14.2,22.4,21.9,62.0,80.0,2.9
2001-01-10 04:00:00,0.0,886.5,21.4,14.2,21.9,21.4,63.0,77.0,2.2
2001-01-10 05:00:00,0.0,886.1,20.8,13.6,21.4,20.8,63.0,76.0,1.6
2001-01-10 06:00:00,0.0,886.2666666666667,21.0,13.55,21.5,20.666666666666668,62.166666666666664,73.5,1.6666666666666667
2001-01-10 07:00:00,0.0,886.4333333333334,21.2,13.5,21.599999999999998,20.533333333333335,61.333333333333336,71.0,1.7333333333333334
2001-01-10 08:00:00,0.0,886.6,21.4,13.45,21.7,20.4,60.5,68.5,1.8
2001-01-10 09:00:00,0.0,886.7666666666667,21.6,13.4,21.8,20.266666666666666,59.666666666666664,66.0,1.8666666666666667
2001-01-10 10:00:00,0.0,886.9333333333334,21.8,13.350000000000001,21.9,20.133333333333333,58.833333333333336,63.5,1.9333333333333333
2001-01-10 11:00:00,0.0,887.1,22.0,13.3,22.0,20.0,58.0,61.0,2.0
2001-01-10 12:00:00,0.0,887.6,22.7,13.1,22.8,22.0,54.0,50.0,4.2
2001-01-10 13:00:00,0.0,887.8,24.2,14.1,24.2,22.7,53.0,33.0,3.9
2001-01-10 14:00:00,0.0,887.9,25.1,14.0,25.1,24.0,50.0,45.0,4.3
2001-01-10 15:00:00,0.0,887.6,26.5,13.4,26.6,25.1,44.0,10.0,4.2
2001-01-10 16:00:00,0.0,887.1,26.5,13.3,27.3,26.3,44.0,28.0,3.3
2001-01-10 17:00:00,0.0,886.8,25.5,14.9,26.4,25.5,52.0,85.0,3.5
2001-01-10 18:00:00,0.0,886.1,26.6,15.4,26.6,25.4,50.0,76.0,3.4
2001-01-10 19:00:00,0.0,885.2,26.4,13.8,26.8,25.8,46.0,32.0,2.8
2001-01-10 20:00:00,0.0,885.0,26.0,14.5,26.7,26.0,49.0,71.0,2.8
2001-01-10 21:00:00,0.0,885.1,25.5,12.5,26.2,25.5,44.0,75.0,2.2
2001-01-10 22:00:00,0.0,885.7,23.7,14.0,25.5,23.7,55.0,80.0,1.2
2001-01-10 23:00:00,0.0,886.6,22.4,17.6,23.6,22.4,74.0,98.0,3.2
2001-01-11 00:00:00,0.0,887.35,22.25,16.950000000000003,23.0,22.25,72.0,81.0,3.1500000000000004
2001-01-11 01:00:00,0.0,888.1,22.1,16.3,22.4,22.1,70.0,64.0,3.1
2001-01-11 02:00:00,0.0,888.7,21.5,17.2,22.2,21.5,77.0,83.0,4.0
2001-01-11 03:00:00,0.0,888.7,21.0,17.2,21.5,21.0,79.0,98.0,3.0
2001-01-11 04:00:00,0.0,888.2,20.5,17.1,21.0,20.5,81.0,71.0,2.6
2001-01-11 05:00:00,0.0,887.5,20.4,16.9,20.8,20.3,81.0,71.0,2.5
2001-01-11 06:00:00,0.0,887.7,19.4,16.9,20.4,19.4,85.0,56.0,1.6
2001-01-11 07:00:00,0.0,887.1,18.6,16.7,19.5,18.6,88.0,289.0,1.2
2001-01-11 08:00:00,0.0,887.575,19.025000000000002,16.975,19.7,18.575000000000003,87.25,242.25,1.425
2001-01-11 09:00:00,0.0,888.05,19.450000000000003,17.25,19.9,18.55,86.5,195.5,1.65
2001-01-11 10:00:00,0.0,888.525,19.875,17.525,20.1,18.525,85.75,148.75,1.875
2001-01-11 11:00:00,0.0,889.0,20.3,17.8,20.3,18.5,85.0,102.0,2.1
2001-01-11 12:00:00,0.0,889.3,21.4,17.5,21.4,20.3,78.0,78.0,4.0
2001-01-11 13:00:00,0.0,889.7,22.3,17.1,22.4,21.4,73.0,71.0,3.3
2001-01-11 14:00:00,0.0,889.5,23.2,16.2,23.3,22.2,65.0,68.0,4.2
2001-01-11 15:00:00,0.0,888.9,24.4,16.7,24.6,23.1,62.0,61.0,4.0
2001-01-11 16:00:00,0.0,888.2,24.6,15.8,24.8,24.3,58.0,75.0,2.9
2001-01-11 17:00:00,0.2,887.2,24.5,16.1,25.0,24.4,59.0,57.0,2.7
2001-01-11 18:00:00,0.2,886.4,24.0,16.8,24.5,22.3,64.0,17.0,1.7
2001-01-11 19:00:00,0.0,885.6,24.1,17.5,24.5,24.1,67.0,10.0,1.9
2001-01-11 20:00:00,0.0,885.6,23.0,14.8,24.2,22.5,60.0,86.0,2.2
2001-01-11 21:00:00,0.0,885.7,22.0,15.7,23.3,22.0,67.0,129.0,2.9
2001-01-11 22:00:00,0.0,885.7,21.0,16.4,22.0,21.0,75.0,104.0,2.4
2001-01-11 23:00:00,0.0,886.2,20.4,16.5,21.1,20.4,78.0,100.0,1.3
2001-01-12 00:00:00,0.0,886.9,20.7,16.4,20.7,20.3,77.0,64.0,1.1
2001-01-12 01:00:00,0.0,887.6,20.8,16.2,20.9,20.5,75.0,68.0,1.2
2001-01-12 02:00:00,0.0,887.9,19.7,16.6,20.9,19.7,83.0,79.0,0.6
2001-01-12 03:00:00,0.0,887.6,18.9,16.1,19.6,18.9,84.0,9.0,0.6
2001-01-12 04:00:00,0.0,887.6333333333333,19.288888888888888,16.18888888888889,19.91111111111111,19.099999999999998,82.55555555555556,12.444444444444445,0.8444444444444444
2001-01-12 05:00:00,0.0,887.6666666666666,19.677777777777777,16.27777777777778,20.22222222222222,19.299999999999997,81.11111111111111,15.88888888888889,1.0888888888888888
